# Адреса, которые ЗНАЕТ Google: выгрузка Search Console за 3 месяца (снято 2026-08-19).
# ⛔ НЕВОССТАНОВИМО: окно консоли 16 месяцев, дальше эти показы истекают.
# Формат: путь<TAB>показы<TAB>клики. Порядок — по показам, это и есть приоритет цели редиректа.
# Итого адресов 188, показов 550, кликов 1.
/es/fr/banca-y-dinero/	1	0
/es/kr/	1	0
/es/me/registro-y-estancia/	1	0
/es/vn/ocio-y-entradas/	1	0
/privacy	1	0
/pt/bg/	1	0
/pt/de/trabalho-e-impostos/	1	0
/pt/fi/compras/	1	0
/pt/kg/transporte/	1	0
/pt/ru/transporte/	1	0
/ru/ar/	1	0
/ru/bg/avtobus-stambul-bolgariya-obschie-pravil/	1	0
/ru/bg/ispolzovanie-banknot-nominalom-200-i-500/	1	0
/ru/bg/money/	1	0
/ru/bg/pogranichnyy-kontrol-i-vizovye-pravila-p/	1	0
/ru/br/	1	0
/ru/br/иммиграция-в-бразилию/	1	0
/ru/br/оплата-картой/	1	0
/ru/br/планирование-поездки-в-бразилию/	1	0
/ru/br/получение-вида-на-жительство-в-бразилии/	1	0
/ru/ch/s/customs/	1	0
/ru/cn/обмен-и-переводы/	1	0
/ru/de/	1	0
/ru/de/здоровье/	1	0
/ru/fr/работа-и-налоги/	1	0
/ru/jp/documents/	1	0
/ru/kz/безопасность/	1	0
/ru/me/documents/	1	0
/ru/me/shopping/	1	0
/ru/mu/	1	0
/ru/mu/покупки/	1	0
/ru/vn/открытие-банковского-счета/	1	0
